Date,vfinx,veurx,veiex,vbltx,vbisx,vpacx,UI_pct_chg,CRU_oil_chg,EUI_pct_chg,EURUSD_chg,GBPUSD_chg,ADVER_chg,Nasdaq_chg,USD/JYP_chg
7/15/14,-0.001917658,-0.006283383,0.001788897,-0.001472733,-0.000950601,0,0.0027,-0.0094,-0.0032,-0.0035,0.0034,-0.0038,-0.0017,0.0014
7/16/14,0.00433681,0.010117027,0.002142821,0.003687223,0,0.003358529,0.0021,0.0124,-0.0033,-0.0035,-0.0003,0.0063,0.0026,-0.0001
7/17/14,-0.011751812,-0.013458553,-0.013185975,0.008817079,0.000951505,-0.006694573,-0.0006,0.0197,-0.0003,0.0001,-0.0022,-0.0025,-0.0119,-0.005
7/18/14,0.010232253,0.005393416,0.011917628,-0.002913365,-0.000950601,0.008424616,0.0002,-0.0006,0.0002,-0.0002,-0.0008,0.0032,0.014,0.0016
7/21/14,-0.002299468,-0.00599561,-0.001427565,0.002921878,0,-0.002506314,0.0005,0.0142,-0.0002,-0.0001,-0.0008,-0.0049,-0.0011,0.0007
7/22/14,0.005048555,0.006984109,0.011079398,0.002185004,0.000951505,0.005025222,0.0029,-0.0016,-0.0039,-0.0043,-0.0006,-0.0159,0.0063,0.0007
7/23/14,0.001747242,0.000945796,0.002827843,-0.000726773,0,0.003333339,0.0007,-0.0124,0.0001,0,-0.0012,-0.0027,0.0063,0.0001
7/24/14,0.000490524,0.004724411,0.003172293,-0.005090876,-0.000950601,-0.004152875,0.0005,-0.0102,0.0007,-0.0001,-0.0034,0.0004,-0.0009,0.0033
7/25/14,-0.004848547,-0.008150479,-0.00421641,0.008040939,0,0.00166806,0.002,0.0002,-0.0021,-0.0024,-0.0007,0.0008,-0.0041,0.0003
7/28/14,0.000273731,-0.001896308,0.00211715,-0.001450306,0,0.006661128,0,-0.0041,0.0011,0.0006,0.0006,-0.0014,0.0011,0.0002
7/29/14,-0.004487782,-0.00253327,-0.004929568,0.002904902,0,-0.000827174,0.0023,-0.0069,-0.001,-0.0022,-0.0023,-0.0014,-0.002,0.0027
7/30/14,0.000219947,-0.002857137,-0.001061609,-0.011585875,-0.000951505,0.003311265,0.0026,-0.0069,0.0006,-0.001,-0.0018,-0.0108,0.0041,0.0066
7/31/14,-0.019896641,-0.017191943,-0.017357406,0.001249738,0.000953289,-0.014851513,0,-0.0209,-0.0001,-0.0006,-0.0017,-0.0194,-0.0211,0
8/1/14,-0.002860082,-0.007774602,-0.000360503,0.004405312,0.00190486,-0.001674958,-0.0017,-0.003,0.0027,0.0031,-0.0038,0.0032,-0.003,-0.0017
8/4/14,0.00714248,0.002611806,0.012982374,-0.002923968,0,0.005033479,0.0004,0.0042,-0.0005,-0.0007,0.0025,0.0119,0.0061,-0.0004
8/5/14,-0.009604651,-0.008140674,-0.012459981,0.002199387,0,-0.014190214,0.0025,-0.0093,-0.0033,-0.0034,0.0014,-0.0037,-0.0064,0
8/6/14,0.000338282,-0.004267846,-0.001081509,-0.000731546,0,-0.000846786,-0.0012,-0.0047,-0.0001,0.0004,-0.0019,-0.0128,-0.0008,-0.0047
8/7/14,-0.005298179,-0.009561452,-0.009743705,0.00658858,0.000950473,-0.005932258,0.0012,0.0043,-0.0012,-0.0014,-0.0012,-0.0074,-0.0031,0
8/8/14,0.011502713,0.004660412,0.007653027,-0.002181792,-0.000949571,0.000852561,-0.002,0.0032,0.0037,0.0036,-0.0036,0.0159,0.0043,-0.0005
8/11/14,0.002969016,0.004970181,0.011211554,0,0.000950473,0.003407161,0.001,0.0044,-0.002,-0.0019,0.0008,0.0091,0.0081,0.0013
8/12/14,-0.001619711,-0.000989141,0.000357666,-0.004373204,-0.000949571,0.001697796,0.0004,-0.0072,-0.0012,-0.0011,0.0015,-0.0041,-0.0004,0.0007
8/13/14,0.006993005,0.003960411,0.00643547,0.004392412,0.000950473,0.008474504,0.0012,0.0023,0.0006,-0.0004,-0.0074,0.0026,0.0108,0.0017
8/14/14,0.004388851,0.004930968,0.00213144,0.005830886,0,0.003361351,-0.0001,-0.0206,-0.0001,0,-0.0001,0.0035,0.0056,0.0001
8/15/14,5.54E-05,-0.00065425,0.001772447,0.007971049,0.000949668,0,-0.0022,0.0185,0.0018,0.0026,0.0006,-0.0008,0.0043,-0.0008
8/18/14,0.008573027,0.007201325,0.005307858,-0.006470242,-0.000948767,0.00335009,0.002,-0.0097,-0.0015,-0.0027,0.0019,0.0047,0.0071,0.0021
8/19/14,0.005209745,0.002274957,0.005983799,-0.002894347,0,0.003338991,0.0038,-0.02,-0.0015,-0.0032,-0.0066,0.0025,0.0052,0.0033
8/20/14,0.002509503,-0.004863815,0.000699815,-0.001451336,-0.000949571,-0.001663897,0.0041,0.0168,-0.0024,-0.0045,-0.0013,0.0014,0.0013,0.0082
8/21/14,0.002993049,0.007494287,-0.000699325,0.005087174,0,0.000833292,-0.0009,-0.022,0.0012,0.0017,-0.001,0.0049,0.002,0.0008
8/22/14,-0.0018447,-0.005821497,-0.000349907,0.00433842,-0.000950668,-0.004163162,0.0021,-0.0033,-0.0022,-0.0029,-0.0005,0.0008,0.0018,0.0011
8/25/14,0.004783417,0.008458045,0.002450099,0.002879838,0,0.001672157,0.0025,-0.0032,-0.0009,-0.0038,0.0005,0.0054,0.0022,0.0012
8/26/14,0.00102779,0.003871016,0.003491634,-0.002153676,0,-0.000834683,0.0011,0.0055,-0.0012,-0.0018,-0.0024,0.0042,0.0022,0.0001
8/27/14,0.000270231,0.003855989,0.006263088,0.00647482,0.000951572,0.00083538,-0.0028,0.0002,0.0011,0.0018,0.0022,0.0025,0.0001,-0.002
8/28/14,-0.001566768,-0.006722127,-0.006915657,0.004288803,0,-0.003338905,0.0008,0.0071,-0.0008,-0.0008,0.0005,-0.0032,-0.0007,-0.0013
8/29/14,0.003409034,0.000966793,0.000348165,0.003356391,0.000951445,-0.001674958,0.0032,0.0149,-0.003,-0.0038,0.0008,0.0054,0.003,0.0035
9/2/14,-0.000539242,-0.001287824,0.003828777,-0.012811385,-0.000950638,0.002516739,0.0028,-0.0308,0.0025,0.0004,-0.0082,0.0044,0.0023,0.0069
9/3/14,-0.000593537,0.008704078,0.014216361,0.003604936,0,0.004184152,-0.0014,0.0286,0.0011,0.0014,-0.0005,-0.0017,-0.0049,-0.0026
9/4/14,-0.00151171,-0.00639182,-0.003076925,-0.009339121,0,-0.003333339,0.0113,-0.0114,-0.0125,-0.0157,-0.0078,-0.0074,-0.0006,0.0044
9/5/14,0.005028616,0.001929855,0.003086421,-0.001450309,0,-0.001672331,-0.0008,-0.0123,0.0007,0.0005,-0.0004,0.0111,0.0042,-0.0016
9/8/14,-0.00290522,-0.012520062,-0.006495742,-0.000726208,0,-0.005025048,0.0057,-0.0068,-0.0015,-0.0042,-0.0136,0.0036,0.0016,0.0088
9/9/14,-0.00652893,-0.000325104,-0.009291055,-0.001453548,-0.000951446,-0.007575815,0.0005,0.001,0.0033,0.0031,0.0001,-0.0074,-0.0066,0.0015
9/10/14,0.003747571,0.002926857,-0.007641594,-0.005094553,-0.000952449,0.005089156,0.0001,-0.0116,-0.0014,-0.0015,0.0066,-0.0192,0.0066,0.0061
9/11/14,0.001136341,-0.003242577,-0.004900235,-0.002926158,0,-0.006751067,0.0001,0.0127,0.0012,0.0007,0.0026,0.0078,-0.0005,0.0025
9/12/14,-0.005945338,-0.000325316,-0.011255709,-0.008804081,0,-0.005097715,-0.0007,-0.006,0.003,0.003,0.0008,-0.0108,-0.0052,0.0021
9/15/14,-0.000706856,0.000325422,-0.003201709,0,0,-0.002561962,0.0001,0.007,-0.0015,-0.0019,-0.0022,-0.0047,-0.0089,-0.0015
9/16/14,0.007508594,0.000975948,0.002498229,-0.002960734,0.000953357,0.003424664,-0.0002,0.0211,0.001,0.0015,0.0027,0.001,0.0081,-0.0005
9/17/14,0.001296139,-0.003574919,0,-0.002227224,-0.001904898,-0.010238838,0.0031,-0.0048,-0.0045,-0.0073,-0.0001,0.001,0.0016,0.0119
9/18/14,0.005069855,0.011415529,0.000356011,0.002232195,0,0.001724051,-0.0007,-0.0143,0.002,0.0044,0.0077,-0.0162,0.0077,0.003
9/19/14,-0.000506781,-0.005804568,-0.005693965,0.008908657,0,-0.001721084,0.0051,-0.0071,-0.0048,-0.0073,-0.0069,-0.0034,0.005,0.0031
9/22/14,-0.008035324,-0.003567995,-0.013600604,0.000735826,0.000954267,-0.005172513,0,-0.0096,0.0002,0.0016,0.0045,-0.0097,-0.0173,-0.0019
9/23/14,-0.005654067,-0.013306291,-0.007328677,0.004411711,0.000953357,-0.002089823,-0.0009,0.0004,-0.0003,-0.0002,0.0017,-0.0161,-0.0039,0.0005
9/24/14,0.007818524,0.004307464,0.008859347,-0.004392334,-0.000952449,0.007853385,0.0045,0.0135,-0.0039,-0.0052,-0.0029,0.0027,0.0126,0.0013
9/25/14,-0.016166634,-0.015506412,-0.020490253,0.007352931,0.000953357,-0.008658048,0.0016,-0.0029,-0.0021,-0.0023,-0.0013,-0.0075,-0.0196,-0.0026
9/26/14,0.00876756,0.003686368,0.008218102,-0.002919751,-0.000952449,0.005240253,0.0055,0.0109,-0.0028,-0.0052,-0.0044,0.0109,0.0095,0.0049
9/29/14,-0.002459809,-0.007011713,-0.01852536,0.003660356,0,-0.010425692,-0.0006,0.011,0.0005,0,-0.0004,0,-0.0025,0.0018
9/30/14,-0.002739875,-0.001681231,-0.003020017,-0.0010977,0.000954234,-0.005267857,0.0038,-0.0361,-0.004,-0.0042,-0.0017,-0.001,0.0023,0.0016
10/1/14,-0.013187586,-0.01145167,-0.01135929,0.013919396,0.001906551,-0.012356577,0.0003,-0.0047,-0.0012,-0.0006,-0.0017,-0.0158,-0.0154,-0.007
10/2/14,0.000111385,-0.0126065,-0.000383016,-0.005780295,0,-0.008042877,-0.0045,0.0031,0.0028,0.0036,-0.0027,-0.0037,-0.0011,-0.0043
10/3/14,0.01113524,-0.003450678,0.012260534,0.003633736,-0.00095151,0.004504432,0.0132,-0.014,-0.0068,-0.012,-0.0111,0.0178,0.0096,0.0125
10/6/14,-0.001541758,0.009349072,0.012490517,0.001448155,0.000952416,0,-0.009,0.0067,0.0073,0.0109,0.0075,0.0014,-0.0022,-0.0088
10/7/14,-0.015110606,-0.017838807,-0.003738329,0.010122965,0.00095151,-0.004484233,-0.003,-0.0165,0.0001,0.0013,0.0007,-0.0217,-0.0127,-0.0071
10/8/14,0.017806196,0.013272839,0.004878083,0,0.001901114,0.009008957,-0.0043,-0.0173,0.004,0.0051,0.0045,0.0096,0.0188,0.0005
10/9/14,-0.020630467,-0.025508428,-0.006721454,-0.003579113,-0.000948802,-0.020535606,0.0029,-0.0176,-0.0025,-0.0034,-0.003,-0.0245,-0.0149,-0.0022
10/10/14,-0.011347063,-0.016979127,-0.020300775,0.006465545,0.000949703,-0.013673717,0.0043,0.0006,-0.0044,-0.005,-0.0025,-0.0162,-0.0295,-0.0016
10/13/14,-0.01647724,0.001439338,0.006523408,0.004282598,0.000948802,-0.004620998,-0.0035,-0.0009,0.0067,0.0099,0.0004,-0.0107,-0.0141,-0.0075
10/14/14,0.001617555,0.000718653,0.003431216,0.003553676,0.000947902,0.003713979,0.0024,-0.0455,-0.0035,-0.0074,-0.0113,-0.0095,0.0035,0.0019
10/15/14,-0.008074802,-0.012208261,-0.012917973,0.003541092,0.001893816,0.000925035,-0.0081,-0.0007,0.0098,0.0141,0.0074,0.0403,-0.0157,-0.0106
10/16/14,0.000174432,-0.007633617,-0.008467999,-0.00493996,-0.000945118,-0.003696913,-0.0023,0.0112,-0.002,-0.0021,0.0042,0.0177,-0.0028,0.0039
10/17/14,0.012906237,0.021611726,0.011257698,-0.002836891,-0.000946012,0.003710631,0.002,0.0006,-0.0025,-0.0037,0.0004,0.0043,0.0167,0.0052
10/20/14,0.009183296,0.002868393,0.000383898,0.002133646,0.000946908,0.01386328,-0.002,-0.0005,0.0029,0.0028,0.0043,0.0078,0.0163,0.0007
10/21/14,0.019564366,0.014658563,0.00383731,-0.004968008,-0.000946012,0.004557906,0.0042,0.0012,-0.0052,-0.0066,-0.0033,0.0161,0.0273,0.0005
10/22/14,-0.007195895,-0.007047151,-0.004969375,0.000713194,0,-0.001815003,0.0053,-0.0277,-0.0037,-0.0052,-0.0038,-0.0086,-0.0056,0.0013
10/23/14,0.012304764,0.011355532,0.00115246,-0.006414853,-0.000947005,0.005454627,0.0012,0.0195,0.0012,-0.0002,-0.0012,0.0142,0.0142,0.0105
10/24/14,0.007048923,0.00210524,0.003453599,0,0,0.004520723,-0.0015,-0.0132,0.0012,0.0019,0.0037,0.002,0.0074,-0.001
10/27/14,-0.001488121,-0.004901919,-0.009942669,0.00071744,0,-0.000900057,-0.003,-0.0001,0.0014,0.0021,0.0018,0.0024,0.0009,-0.0032
10/28/14,0.011922526,0.014778309,0.02163004,-0.004301094,0,0.008108089,-0.0011,0.0052,0.0035,0.0028,0.0007,0.0177,0.0138,0.0032
10/29/14,-0.001309147,-0.008668517,0.001512253,0.000719945,-0.001895805,0.002681051,0.0067,0.0096,-0.0048,-0.008,-0.0074,-0.0023,-0.0053,0.0067
10/30/14,0.006281114,0.004197262,0.010192537,0.000719428,0,0.007130046,0.0022,-0.0131,-0.0012,-0.0015,-0.0007,0.0047,0.0042,0.0029
10/31/14,0.011723776,0.011842566,0.009715985,0.001226309,0.000950575,0.025663779,0.0092,-0.0071,-0.0018,-0.007,-0.0001,0.0074,0.0149,0.0286
11/3/14,-0.000107238,-0.012736617,-0.005921519,0,-0.000949576,-0.003451302,0.0045,-0.0219,0.0005,-0.0034,-0.0016,0.0064,0.0016,0.0153
11/4/14,-0.002843646,-0.002440723,-0.001116925,0,0,-0.012987072,-0.0037,-0.0202,0.004,0.005,0.0019,-0.0325,-0.0033,-0.0039
11/5/14,0.006080119,0.008388655,-0.006708928,-0.000720475,0,-0.005263055,0.0055,0.0193,-0.0034,-0.0048,-0.0016,0.0217,-0.0002,0.0092
11/6/14,0.004064656,-0.004159472,-0.011632248,-0.005046883,-0.000950575,-0.00793658,0.0064,-0.0098,-0.0058,-0.0089,-0.0091,-0.0008,0.0049,0.005
11/7/14,0.000532606,-0.001044157,-0.000379671,0.00724636,0.001902862,0,-0.0045,0.0095,0.0042,0.0064,0.0027,0.009,-0.0029,-0.0058
11/10/14,0.003194239,0.005226459,0.006076737,-0.007194228,-0.001899248,0.008000074,0.0021,-0.0159,-0.0019,-0.0026,-0.002,0.0048,0.0047,0.0028
11/11/14,0.0006899,0.006585812,-0.000755043,0,0,0.002645496,-0.0022,0.007,0.0042,0.0043,0.0049,0.0052,0.0031,0.008
11/12/14,-0.000424258,-0.01136369,0.000377807,-0.000724651,0,-0.001759041,0.0022,-0.0098,-0.0017,-0.0029,-0.0087,0.0057,0.003,-0.0026
11/13/14,0.000583591,0.003134798,-0.003021157,0.001450431,0.00095148,0.002643166,-0.0018,-0.0385,0.0037,0.003,-0.0044,-0.0011,0.0021,0.0023
11/14/14,0.000371112,0.002777759,0.004166699,0.002172303,0,0.002636198,-0.0018,0.0217,0.004,0.0038,-0.0026,-0.0002,0.004,0.0046
11/17/14,0.000795089,0.001038806,-0.009053176,-0.002890228,0,-0.011393548,0.0048,-0.0024,-0.0049,-0.0059,-0.0019,0.004,-0.0023,0.0032
11/18/14,0.005296048,0.012798367,0.00418724,0.000724728,0,0.006205721,-0.0042,-0.0136,0.0061,0.007,-0.0004,0.0042,0.0061,0.0019
11/19/14,-0.001422419,0.000683029,0.001137248,-0.005068886,0,-0.009691638,0.0008,-0.0004,0.0027,0.0014,0.0031,0.0034,-0.0034,0.0095
11/20/14,0.002004691,-0.003754237,0.001893209,0.003639002,0,-0.007117452,-0.0005,0.0134,-0.0009,-0.0012,0.0008,0.0009,0.005,0.002
11/21/14,0.005370423,0.008564578,0.018140646,0.005076161,0,0.008064497,0.0084,0.0123,-0.0107,-0.0119,-0.0025,0.0038,0.001,-0.0035
11/24/14,0.002880353,0.006793451,0.00222714,0.001443029,0.000950478,0.001777896,-0.0023,-0.0095,0.0052,0.0043,0.0032,-0.0028,0.0077,0.004
11/25/14,-0.001044373,0.004048609,-0.002962972,0.006484196,0,-0.000887371,-0.0028,-0.0223,0.0021,0.0025,0.0002,-0.0068,0.0025,-0.0026
11/26/14,0.003031898,0.003696242,0.005943555,0.002147423,0,0.002664292,-0.0035,-0.0054,0.0014,0.0026,0.0053,0.0074,0.0059,-0.002
11/28/14,-0.002501624,-0.006695689,-0.012186133,0.009673944,0.001901186,-0.007971729,0.0087,-0.035,0.0016,-0.0012,-0.0055,0,0.0025,0.008
12/1/14,-0.006791995,0,-0.019065421,-0.006387504,0,-0.00357139,-0.0049,0.0431,0,0.0014,0.0052,-0.0092,-0.0119,-0.0021
12/2/14,0.006470258,-0.001348207,-0.000762197,-0.007857103,-0.000948741,0.007168473,0.0082,-0.0307,-0.0036,-0.007,-0.006,0.0072,0.0044,0.007
12/3/14,0.004024484,-0.001012441,0.002288376,0.002159775,-0.000949642,-0.001779294,0.0033,0.0075,-0.0052,-0.0058,0.0032,0.007,0.0012,0.0049
12/4/14,-0.001145243,-0.003716222,-0.000761077,0.005747139,0.000950544,0,-0.0029,-0.0085,0.0051,0.0055,-0.0008,-0.0037,0.0007,-0.0002
12/5/14,0.001667665,0.005086449,-0.001523234,-0.004285761,-0.002849022,-0.00178265,0.0071,-0.0145,-0.0035,-0.0075,-0.0057,0.0051,-0.0001,0.0137
12/8/14,-0.007127965,-0.008434549,-0.01296724,0.007173655,0,-0.00892852,-0.0035,-0.0424,0.0001,0.0025,0.0045,0.0035,-0.0079,-0.006
12/9/14,-0.000262032,-0.008846567,-0.010819119,0.0021367,0.000952355,0.001801829,-0.004,0.0122,0.0028,0.0047,0.0011,-0.0048,0.0027,-0.0083
12/10/14,-0.016301501,-0.009612038,-0.01132814,0.004264439,0.000951546,-0.013489177,-0.0045,-0.0451,0.0033,0.0059,0.0029,-0.0077,-0.0149,-0.0157
12/11/14,0.004795701,-0.003119586,-0.00829708,0.001415394,-0.000950641,0.000911449,0.0044,-0.0162,-0.0012,-0.003,0.001,0.0171,0.0022,0.0073
12/12/14,-0.016174379,-0.020514607,-0.013545817,0.008480584,0.001902995,-0.010018129,-0.0038,-0.0357,0.0048,0.0041,-0.0008,-0.0202,-0.0111,0.0011
12/15/14,-0.006306589,-0.019879282,-0.018982225,-0.003503843,-0.00189938,-0.011039532,0.0026,-0.0329,-0.0002,-0.002,-0.0053,0.0025,-0.0061,-0.0082
12/16/14,-0.008462233,0.013400894,-0.011115698,0.006329109,0.000951546,0,-0.003,0.0004,0.0025,0.0059,0.0072,0.0015,-0.0186,-0.0121
12/17/14,0.020466569,0.006790589,0.017901782,-0.006988098,-0.001901186,0.00651158,0.0117,0.0097,-0.0084,-0.0134,-0.011,0.0085,0.0187,0.0193
12/18/14,0.02420097,0.022009258,0.02290387,-0.007741062,-0.000952452,0.012939004,0.0017,-0.0418,-0.0047,-0.0046,0.0062,0.0052,0.0246,0.0014
12/19/14,0.004578435,-0.007988953,-0.000399862,0.008510656,0,-0.00547444,0.004,0.0445,-0.0033,-0.0047,-0.0025,0.0063,-0.0016,0.0056
12/22/14,0.003876607,0.010101069,0.015982606,0.002321139,0.000286377,0.016320442,0.0012,-0.0223,0.0012,0.0002,-0.0027,-0.0006,0.0079,0.0047
12/23/14,0.00182639,-0.002090657,-0.004743015,-0.014736861,-0.001908311,-0.00456211,0.0042,0.0337,-0.0022,-0.0047,-0.0044,0.0037,-0.0032,0.0052
12/24/14,-0.000104118,0.001396691,-0.000794318,0.004273553,0,0.00091666,-0.0012,-0.0224,0.0013,0.0018,0.0024,0.0007,0.0011,-0.0016
12/26/14,0.003281876,0.001394671,0.002782199,0.002127609,0,0.005494454,0.001,-0.0213,-0.0029,-0.0038,0.0012,-0.0035,0.0046,0.0026
12/29/14,0.001038462,-0.003481858,0.004756256,0.006369499,0.00095598,-0.001821446,0.0021,-0.0205,-0.0005,-0.002,-0.0027,0.0017,0.0002,0.0022
12/30/14,-0.004772021,-0.009783381,-0.001577941,0.001406436,0.000955067,-0.010036511,-0.0024,0.0095,-0.0024,0.0005,0.0029,-0.0121,-0.0066,-0.0099
12/31/14,-0.010319466,-0.005292871,0.000395119,0.004649846,0.000955127,-0.004608268,0.0041,-0.0157,-0.0038,-0.0049,0.001,-0.0009,-0.0117,0.0018
1/2/15,-0.000210614,-0.004966343,-0.00315958,0.00841517,0.000954215,0.000925901,0.0081,-0.0344,-0.0036,-0.0083,-0.014,0.0024,-0.008,0.0059
1/5/15,-0.01822495,-0.029233493,-0.015847811,0.010431127,0.000953305,-0.011100918,0.0026,-0.0503,-0.0017,-0.0058,-0.0051,-0.0134,-0.0125,-0.0071
1/6/15,-0.008906076,-0.009548283,-0.00563608,0.011011681,0.000952398,-0.010289911,0.0013,-0.0422,-0.0038,-0.0037,-0.0065,0.0077,-0.0143,-0.0103
1/7/15,0.011963441,0.003707823,0.01740887,-0.001361414,0.000951491,0.010396894,0.004,0.015,-0.0023,-0.0041,-0.0026,0.015,0.012,0.0071
1/8/15,0.017866676,0.018840072,0.018702783,-0.008861652,-0.000950587,0.01309639,0.0053,0.0029,-0.0032,-0.0041,-0.0015,0.0098,0.0195,0.0034
1/9/15,-0.008408692,-0.006889094,-0.006250005,0.007565351,0.001902886,-0.003693441,-0.0049,-0.0088,0.0024,0.0042,0.0047,-0.0018,-0.0074,-0.0094
1/12/15,-0.008108959,0.001825521,-0.008254731,0.004095538,0.000949684,-0.002780279,0.0003,-0.0474,-0.0018,-0.0007,0.0007,-0.004,-0.0082,-0.0015
1/13/15,-0.00245788,0.004737586,0.005152628,-0.001359635,0,0.006505499,0.0035,-0.0039,-0.0053,-0.0052,-0.0008,0.0044,-0.0019,-0.0035
1/14/15,-0.005785001,-0.00362713,-0.001577319,0.004084458,0.000948783,-0.003693441,-0.0017,0.0564,-0.0006,0.0014,0.0048,0.0046,-0.0031,-0.0051
1/15/15,-0.009212899,0.010556977,0.00315954,0.011525413,0.002843555,0.004633988,0.0029,-0.046,-0.0213,-0.0135,-0.0032,-0.0027,-0.0136,-0.0099
1/16/15,0.01343122,0.007204572,0.00866149,-0.011394091,-0.002835492,0.008302552,0.003,0.0528,-0.0032,-0.0052,-0.0022,0.0055,0.011,0.0127
